sv-se,mk-mk,"'Allå, 'allå, 'emliga armén","Ало, Ало!"
sv-se,mk-mk,"1 april","1 април"
sv-se,mk-mk,"1 augusti","1 август"
sv-se,mk-mk,"1 december","1 декември"
sv-se,mk-mk,"1 februari","1 февруари"
sv-se,mk-mk,"1 januari","1 јануари"
sv-se,mk-mk,"1 juli","1 јули"
sv-se,mk-mk,"1 juni","1 јуни"
sv-se,mk-mk,"1 maj","1 мај"
sv-se,mk-mk,"1 mars","1 март"
sv-se,mk-mk,"1 november","1 ноември"
sv-se,mk-mk,"1 oktober","1 октомври"
sv-se,mk-mk,"1 september","1 септември"
sv-se,mk-mk,"1. FC Nürnberg","Нирнберг"
sv-se,mk-mk,"10 april","10 април"
sv-se,mk-mk,"10 augusti","10 август"
sv-se,mk-mk,"10 december","10 декември"
sv-se,mk-mk,"10 februari","10 февруари"
sv-se,mk-mk,"10 januari","10 јануари"
sv-se,mk-mk,"10 juli","10 јули"
sv-se,mk-mk,"10 juni","10 јуни"
sv-se,mk-mk,"10 maj","10 мај"
sv-se,mk-mk,"10 mars","10 март"
sv-se,mk-mk,"10 november","10 ноември"
sv-se,mk-mk,"10 oktober","10 октомври"
sv-se,mk-mk,"10 september","10 септември"
sv-se,mk-mk,"101 Helena",Хелена
sv-se,mk-mk,"105 Artemis","Артемида"
sv-se,mk-mk,"11 april","11 април"
sv-se,mk-mk,"11 augusti","11 август"
sv-se,mk-mk,"11 december","11 декември"
sv-se,mk-mk,"11 februari","11 февруари"
sv-se,mk-mk,"11 januari","11 јануари"
sv-se,mk-mk,"11 juli","11 јули"
sv-se,mk-mk,"11 juni","11 јуни"
sv-se,mk-mk,"11 maj","11 мај"
sv-se,mk-mk,"11 mars","11 март"
sv-se,mk-mk,"11 november","11 ноември"
sv-se,mk-mk,"11 oktober","11 октомври"
sv-se,mk-mk,"11 september","11 септември"
sv-se,mk-mk,"110393 Rammstein",Rammstein
sv-se,mk-mk,"12 Victoria","Викторија"
sv-se,mk-mk,"12 april","12 април"
sv-se,mk-mk,"12 augusti","12 август"
sv-se,mk-mk,"12 december","12 декември"
sv-se,mk-mk,"12 februari","12 февруари"
sv-se,mk-mk,"12 januari","12 јануари"
sv-se,mk-mk,"12 juli","12 јули"
sv-se,mk-mk,"12 juni","12 јуни"
sv-se,mk-mk,"12 maj","12 мај"
sv-se,mk-mk,"12 mars","12 март"
sv-se,mk-mk,"12 november","12 ноември"
sv-se,mk-mk,"12 oktober","12 октомври"
sv-se,mk-mk,"12 september","12 септември"
sv-se,mk-mk,"13 april","13 април"
sv-se,mk-mk,"13 augusti","13 август"
sv-se,mk-mk,"13 december","13 декември"
sv-se,mk-mk,"13 februari","13 февруари"
sv-se,mk-mk,"13 januari","13 јануари"
sv-se,mk-mk,"13 juli","13 јули"
sv-se,mk-mk,"13 juni","13 јуни"
sv-se,mk-mk,"13 maj","13 мај"
sv-se,mk-mk,"13 mars","13 март"
sv-se,mk-mk,"13 november","13 ноември"
sv-se,mk-mk,"13 oktober","13 октомври"
sv-se,mk-mk,"13 september","13 септември"
sv-se,mk-mk,"14 april","14 април"
sv-se,mk-mk,"14 augusti","14 август"
sv-se,mk-mk,"14 december","14 декември"
sv-se,mk-mk,"14 februari","14 февруари"
sv-se,mk-mk,"14 januari","14 јануари"
sv-se,mk-mk,"14 juli","14 јули"
sv-se,mk-mk,"14 juni","14 јуни"
sv-se,mk-mk,"14 maj","14 мај"
sv-se,mk-mk,"14 mars","14 март"
sv-se,mk-mk,"14 november","14 ноември"
sv-se,mk-mk,"14 oktober","14 октомври"
sv-se,mk-mk,"14 september","14 септември"
sv-se,mk-mk,"15 april","15 април"
sv-se,mk-mk,"15 augusti","15 август"
sv-se,mk-mk,"15 december","15 декември"
sv-se,mk-mk,"15 februari","15 февруари"
sv-se,mk-mk,"15 januari","15 јануари"
sv-se,mk-mk,"15 juli","15 јули"
sv-se,mk-mk,"15 juni","15 јуни"
sv-se,mk-mk,"15 maj","15 мај"
sv-se,mk-mk,"15 mars","15 март"
sv-se,mk-mk,"15 november","15 ноември"
sv-se,mk-mk,"15 oktober","15 октомври"
sv-se,mk-mk,"15 september","15 септември"
sv-se,mk-mk,"16 april","16 април"
sv-se,mk-mk,"16 augusti","16 август"
sv-se,mk-mk,"16 december","16 декември"
sv-se,mk-mk,"16 februari","16 февруари"
sv-se,mk-mk,"16 januari","16 јануари"
sv-se,mk-mk,"16 juli","16 јули"
sv-se,mk-mk,"16 juni","16 јуни"
sv-se,mk-mk,"16 maj","16 мај"
sv-se,mk-mk,"16 mars","16 март"
sv-se,mk-mk,"16 november","16 ноември"
sv-se,mk-mk,"16 oktober","16 октомври"
sv-se,mk-mk,"16 september","16 септември"
sv-se,mk-mk,"17 april","17 април"
sv-se,mk-mk,"17 augusti","17 август"
sv-se,mk-mk,"17 december","17 декември"
sv-se,mk-mk,"17 februari","17 февруари"
sv-se,mk-mk,"17 januari","17 јануари"
sv-se,mk-mk,"17 juli","17 јули"
sv-se,mk-mk,"17 juni","17 јуни"
sv-se,mk-mk,"17 maj","17 мај"
sv-se,mk-mk,"17 mars","17 март"
sv-se,mk-mk,"17 november","17 ноември"
sv-se,mk-mk,"17 oktober","17 октомври"
sv-se,mk-mk,"17 september","17 септември"
sv-se,mk-mk,"18 april","18 април"
sv-se,mk-mk,"18 augusti","18 август"
sv-se,mk-mk,"18 december","18 декември"
sv-se,mk-mk,"18 februari","18 февруари"
sv-se,mk-mk,"18 januari","18 јануари"
sv-se,mk-mk,"18 juli","18 јули"
sv-se,mk-mk,"18 juni","18 јуни"
sv-se,mk-mk,"18 maj","18 мај"
sv-se,mk-mk,"18 mars","18 март"
sv-se,mk-mk,"18 november","18 ноември"
sv-se,mk-mk,"18 oktober","18 октомври"
sv-se,mk-mk,"18 september","18 септември"
sv-se,mk-mk,"19 april","19 април"
