lv-lv,pl-pl,"1. FSV Mainz 05","FSV Mainz 05"
lv-lv,pl-pl,"1. februāris","1 lutego"
lv-lv,pl-pl,"1. janvāris","1 stycznia"
lv-lv,pl-pl,"1. jūlijs","1 lipca"
lv-lv,pl-pl,"10. jūlijs","10 lipca"
lv-lv,pl-pl,"10. novembris","10 listopada"
lv-lv,pl-pl,"11. februāris","11 lutego"
lv-lv,pl-pl,"11. jūlijs","11 lipca"
lv-lv,pl-pl,"11. marts","11 marca"
lv-lv,pl-pl,"12. augusts","12 sierpnia"
lv-lv,pl-pl,"12. februāris","12 lutego"
lv-lv,pl-pl,"12. gadsimts","XII wiek"
lv-lv,pl-pl,"12. jūlijs","12 lipca"
lv-lv,pl-pl,"12. marts","12 marca"
lv-lv,pl-pl,"13. gadsimts","XIII wiek"
lv-lv,pl-pl,"13. janvāris","13 stycznia"
lv-lv,pl-pl,"13. jūlijs","13 lipca"
lv-lv,pl-pl,"13. marts","13 marca"
lv-lv,pl-pl,"14. aprīlis","14 kwietnia"
lv-lv,pl-pl,"14. gadsimts","XIV wiek"
lv-lv,pl-pl,"14. janvāris","14 stycznia"
lv-lv,pl-pl,"14. jūlijs","14 lipca"
lv-lv,pl-pl,"14. marts","14 marca"
lv-lv,pl-pl,"14. novembris","14 listopada"
lv-lv,pl-pl,"14. septembris","14 września"
lv-lv,pl-pl,"15. gadsimts","XV wiek"
lv-lv,pl-pl,"15. ieroču SS grenadieru divīzija","15 Dywizja Grenadierów SS"
lv-lv,pl-pl,"15. jūlijs","15 lipca"
lv-lv,pl-pl,"15. marts","15 marca"
lv-lv,pl-pl,"15. oktobris","15 października"
lv-lv,pl-pl,"16. augusts","16 sierpnia"
lv-lv,pl-pl,"16. gadsimts","XVI wiek"
lv-lv,pl-pl,"16. jūlijs","16 lipca"
lv-lv,pl-pl,"16. maijs","16 maja"
lv-lv,pl-pl,"16. marts","16 marca"
lv-lv,pl-pl,"17. decembris","17 grudnia"
lv-lv,pl-pl,"17. gadsimts","XVII wiek"
lv-lv,pl-pl,"17. jūlijs","17 lipca"
lv-lv,pl-pl,"17. jūnijs","17 czerwca"
lv-lv,pl-pl,"17. maijs","17 maja"
lv-lv,pl-pl,"17. marts","17 marca"
lv-lv,pl-pl,"18. gadsimts","XVIII wiek"
lv-lv,pl-pl,"18. janvāris","18 stycznia"
lv-lv,pl-pl,"18. jūlijs","18 lipca"
lv-lv,pl-pl,"18. maijs","18 maja"
lv-lv,pl-pl,"18. marts","18 marca"
lv-lv,pl-pl,"19. augusts","19 sierpnia"
lv-lv,pl-pl,"19. februāris","19 lutego"
lv-lv,pl-pl,"19. gadsimts","XIX wiek"
lv-lv,pl-pl,"19. ieroču SS grenadieru divīzija","19 Dywizja Grenadierów SS"
lv-lv,pl-pl,"19. janvāris","19 stycznia"
lv-lv,pl-pl,"19. jūlijs","19 lipca"
lv-lv,pl-pl,"19. marts","19 marca"
lv-lv,pl-pl,"19. novembris","19 listopada"
lv-lv,pl-pl,"1905. gada revolūcija","Rewolucja 1905 roku"
lv-lv,pl-pl,"1917. gada Balfūra deklarācija","Deklaracja Balfoura"
lv-lv,pl-pl,"1917. gada Krievijas revolūcija","Rewolucje w Rosji 1917 roku"
lv-lv,pl-pl,"1980. gadi","Lata 80. XX wieku"
lv-lv,pl-pl,"1990. gadi","Lata 90. XX wieku"
lv-lv,pl-pl,"1991. gada F1 sezona","Formuła 1 Sezon 1991"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 1951"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 1997"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 1998"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 2000"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 2001"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 2002"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 2003"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 2004"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 2005"
lv-lv,pl-pl,"1994. gada F1 sezona","Formuła 1 Sezon 2007"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 1951"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 1997"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 1998"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 2000"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 2001"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 2002"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 2003"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 2004"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 2005"
lv-lv,pl-pl,"1995. gada F1 sezona","Formuła 1 Sezon 2007"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 1951"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 1997"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 1998"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 2000"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 2001"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 2002"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 2003"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 2004"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 2005"
lv-lv,pl-pl,"1996. gada F1 sezona","Formuła 1 Sezon 2007"
lv-lv,pl-pl,"1997. gada F1 sezona","Formuła 1 Sezon 1997"
lv-lv,pl-pl,"1998. gada F1 sezona","Formuła 1 Sezon 1998"
lv-lv,pl-pl,"1999. gada F1 sezona","Formuła 1 Sezon 1999"
lv-lv,pl-pl,"2. janvāris","2 stycznia"
lv-lv,pl-pl,"2. jūlijs","2 lipca"
lv-lv,pl-pl,"2. marts","2 marca"
lv-lv,pl-pl,"2. novembris","2 listopada"
lv-lv,pl-pl,"20. gadsimts","XX wiek"
lv-lv,pl-pl,"20. ieroču SS grenadieru divīzija","20 Dywizja Grenadierów SS"
lv-lv,pl-pl,"20. janvāris","20 stycznia"
lv-lv,pl-pl,"20. jūlijs","20 lipca"
lv-lv,pl-pl,"20. marts","20 marca"
lv-lv,pl-pl,"20. novembris","20 listopada"
lv-lv,pl-pl,"20. oktobris","20 października"
lv-lv,pl-pl,"2000. gada F1 sezona","Formuła 1 Sezon 2000"
lv-lv,pl-pl,"2001 Mars Odyssey","2001 Mars Odyssey"
lv-lv,pl-pl,"2001. gada 11. septembra uzbrukums ASV","Zamach na World Trade Center i Pentagon"
lv-lv,pl-pl,"2001. gada F1 sezona","Formuła 1 Sezon 2001"
lv-lv,pl-pl,"2002. gada F1 sezona","Formuła 1 Sezon 2002"
lv-lv,pl-pl,"2003. gada Eirovīzijas dziesmu konkurss","Konkurs Piosenki Eurowizji 2003"
lv-lv,pl-pl,"2003. gada F1 sezona","Formuła 1 Sezon 2003"
lv-lv,pl-pl,"2004-05 NHL lokauts","Lockout w NHL"
lv-lv,pl-pl,"2004. gada F1 sezona","Formuła 1 Sezon 2004"
lv-lv,pl-pl,"2004. gada Indijas okeāna zemestrīce","Trzęsienie ziemi na Oceanie Indyjskim, 2004"
lv-lv,pl-pl,"2005. gada Eirovīzijas dziesmu konkurss","Konkurs Piosenki Eurowizji 2005"
lv-lv,pl-pl,"2005. gada F1 sezona","Formuła 1 Sezon 2005"
lv-lv,pl-pl,"2006. gada Eiropas čempionāts vieglatlētikā","Mistrzostwa Europy w Lekkoatletyce 2006"
lv-lv,pl-pl,"2006. gada Eirovīzijas dziesmu konkurss","Konkurs Piosenki Eurowizji 2006"
lv-lv,pl-pl,"2006. gada F1 sezona","Formuła 1 Sezon 2006"
lv-lv,pl-pl,"2007. gada Eirovizijas dziesmu konkurss","Konkurs Piosenki Eurowizji 2007"
lv-lv,pl-pl,"2007. gada Eirovīzijas dziesmu konkurss","Konkurs Piosenki Eurowizji 2007"
lv-lv,pl-pl,"2007. gada F1 sezona","Formuła 1 Sezon 2007"
lv-lv,pl-pl,"2007. gada Pasaules čempionāts hokejā","Mistrzostwa Świata w Hokeju na Lodzie 2007"
lv-lv,pl-pl,"2007. gada Pasaules čempionāts vieglatlētikā","Mistrzostwa Świata w Lekkoatletyce 2007"
lv-lv,pl-pl,"2008. gada F1 sezona","Formuła 1 Sezon 2008"
lv-lv,pl-pl,"2008. gada Vasaras Olimpiskās spēles","Letnie Igrzyska Olimpijskie 2008"
lv-lv,pl-pl,"2010. gada Ziemas Olimpiskās spēles","Zimowe Igrzyska Olimpijskie 2010"
lv-lv,pl-pl,"2012. gada Vasaras Olimpiskās spēles","Letnie Igrzyska Olimpijskie 2012"
lv-lv,pl-pl,"2014. gada Ziemas Olimpiskās spēles","Zimowe Igrzyska Olimpijskie 2014"
lv-lv,pl-pl,"2016. gada Vasaras Olimpiskās spēles","Letnie Igrzyska Olimpijskie 2016"
lv-lv,pl-pl,"21. februāris","21 lutego"
lv-lv,pl-pl,"21. janvāris","21 stycznia"
lv-lv,pl-pl,"21. jūlijs","21 lipca"
lv-lv,pl-pl,"21. marts","21 marca"
lv-lv,pl-pl,"21. septembris","21 września"
lv-lv,pl-pl,"22. februāris","22 lutego"
lv-lv,pl-pl,"22. janvāris","22 stycznia"
lv-lv,pl-pl,"22. jūlijs","22 lipca"
lv-lv,pl-pl,"22. marts","22 marca"
lv-lv,pl-pl,"22. novembris","22 listopada"
lv-lv,pl-pl,"23. jūlijs","23 lipca"
lv-lv,pl-pl,"23. jūnijs","23 czerwca"
lv-lv,pl-pl,"23. maijs","23 maja"
lv-lv,pl-pl,"23. marts","23 marca"
lv-lv,pl-pl,"23. oktobris","23 października"
lv-lv,pl-pl,"24. februāris","24 lutego"
lv-lv,pl-pl,"24. jūlijs","24 lipca"
lv-lv,pl-pl,"24. jūnijs","24 czerwca"
lv-lv,pl-pl,"24. marts","24 marca"
lv-lv,pl-pl,"25. aprīlis","25 kwietnia"
lv-lv,pl-pl,"25. augusts","25 sierpnia"
lv-lv,pl-pl,"25. jūlijs","25 lipca"
lv-lv,pl-pl,"25. marts","25 marca"
lv-lv,pl-pl,"26. aprīlis","26 kwietnia"
lv-lv,pl-pl,"26. janvāris","26 stycznia"
lv-lv,pl-pl,"26. jūlijs","26 lipca"
lv-lv,pl-pl,"26. marts","26 marca"
lv-lv,pl-pl,"26. oktobris","26 października"
lv-lv,pl-pl,"27. februāris","27 lutego"
lv-lv,pl-pl,"27. janvāris","27 stycznia"
lv-lv,pl-pl,"27. jūlijs","27 lipca"
lv-lv,pl-pl,"27. marts","27 marca"
lv-lv,pl-pl,"27. novembris","27 listopada"
lv-lv,pl-pl,"28. aprīlis","28 kwietnia"
lv-lv,pl-pl,"28. janvāris","28 stycznia"
lv-lv,pl-pl,"28. jūlijs","28 lipca"
lv-lv,pl-pl,"28. marts","28 marca"
lv-lv,pl-pl,"28. oktobris","28 października"
lv-lv,pl-pl,"2867 Šteins","2867 Šteins"
lv-lv,pl-pl,"29. jūlijs","29 lipca"
lv-lv,pl-pl,"29. jūnijs","29 czerwca"
lv-lv,pl-pl,"29. marts","29 marca"
lv-lv,pl-pl,"3. decembris","3 grudnia"
lv-lv,pl-pl,"3. jūlijs","3 lipca"
lv-lv,pl-pl,"3. novembris","3 listopada"
lv-lv,pl-pl,"3. septembris","3 września"
lv-lv,pl-pl,"30. jūlijs","30 lipca"
lv-lv,pl-pl,"30. marts","30 marca"
lv-lv,pl-pl,"30. novembris","30 listopada"
lv-lv,pl-pl,"31. jūlijs","31 lipca"
lv-lv,pl-pl,"31. marts","31 marca"
lv-lv,pl-pl,"4. augusts","4 sierpnia"
lv-lv,pl-pl,"4. februāris","4 lutego"
lv-lv,pl-pl,"4. janvāris","4 stycznia"
lv-lv,pl-pl,"4. jūlijs","4 lipca"
lv-lv,pl-pl,"4. oktobris","4 października"
