hr-hr,sv-se,"'Allo 'Allo!","'Allå, 'allå, 'emliga armén"
hr-hr,sv-se,"'određeni član'",Allra
hr-hr,sv-se,"'određeni član'",Flesta
hr-hr,sv-se,"'određeni član'",Mest
hr-hr,sv-se,"'određeni član'",Ytterst
hr-hr,sv-se,"'pp od write'",Skriftlig
hr-hr,sv-se,"...I pravda za sve","...And Justice for All"
hr-hr,sv-se,"0-ih p. n. e.","00-talet f.Kr."
hr-hr,sv-se,"0ih p.n.e.","0-talet f.Kr."
hr-hr,sv-se,"1 Ceres","1 Ceres"
hr-hr,sv-se,"1 p.n.e.","1 f.Kr."
hr-hr,sv-se,"1. FC Kaiserslautern","1. FC Kaiserslautern"
hr-hr,sv-se,"1. FC Köln","1. FC Köln"
hr-hr,sv-se,"1. FC Nürnberg","1. FC Nürnberg"
hr-hr,sv-se,"1. FSV Mainz 05","1. FSV Mainz 05"
hr-hr,sv-se,"1. kolovoza","1 augusti"
hr-hr,sv-se,"1. lipnja","1 juni"
hr-hr,sv-se,"1. listopada","1 oktober"
hr-hr,sv-se,"1. ožujka","1 mars"
hr-hr,sv-se,"1. p. n. e.","1 f.Kr."
hr-hr,sv-se,"1. prosinca","1 december"
hr-hr,sv-se,"1. rujna","1 september"
hr-hr,sv-se,"1. siječnja","1 januari"
hr-hr,sv-se,"1. srpnja","1 juli"
hr-hr,sv-se,"1. stoljeće p. n. e.","000-talet f.Kr."
hr-hr,sv-se,"1. stoljeće p.n.e.","000-talet f.Kr."
hr-hr,sv-se,"1. stoljeće",000-talet
hr-hr,sv-se,"1. studenog","1 november"
hr-hr,sv-se,"1. svibnja","1 maj"
hr-hr,sv-se,"1. travnja","1 april"
hr-hr,sv-se,"1. veljače","1 februari"
hr-hr,sv-se,"10-ih p. n. e.","10-talet f.Kr."
hr-hr,sv-se,"10. kolovoza","10 augusti"
hr-hr,sv-se,"10. lipnja","10 juni"
hr-hr,sv-se,"10. listopada","10 oktober"
hr-hr,sv-se,"10. ožujka","10 mars"
hr-hr,sv-se,"10. p. n. e.","10 f.Kr."
hr-hr,sv-se,"10. prosinca","10 december"
hr-hr,sv-se,"10. rujna","10 september"
hr-hr,sv-se,"10. siječnja","10 januari"
hr-hr,sv-se,"10. srpnja","10 juli"
hr-hr,sv-se,"10. stoljeće p. n. e.","900-talet f.Kr."
hr-hr,sv-se,"10. stoljeće p.n.e.","900-talet f.Kr."
hr-hr,sv-se,"10. stoljeće",900-talet
hr-hr,sv-se,"10. studenog","10 november"
hr-hr,sv-se,"10. svibnja","10 maj"
hr-hr,sv-se,"10. travnja","10 april"
hr-hr,sv-se,"10. veljače","10 februari"
hr-hr,sv-se,"100-ih p. n. e.","100-talet f.Kr."
hr-hr,sv-se,"100. p. n. e.","100 f.Kr."
hr-hr,sv-se,"1000 p.n.e.","1000 f.Kr."
hr-hr,sv-se,"1000. p. n. e.","1000 f.Kr."
hr-hr,sv-se,"101. p. n. e.","101 f.Kr."
hr-hr,sv-se,"102. p. n. e.","102 f.Kr."
hr-hr,sv-se,"103. p. n. e.","103 f.Kr."
hr-hr,sv-se,"104. p. n. e.","104 f.Kr."
hr-hr,sv-se,"105. p. n. e.","105 f.Kr."
hr-hr,sv-se,"106. p. n. e.","106 f.Kr."
hr-hr,sv-se,"107. p. n. e.","107 f.Kr."
hr-hr,sv-se,"108. p. n. e.","108 f.Kr."
hr-hr,sv-se,"109. p. n. e.","109 f.Kr."
hr-hr,sv-se,"10ih p.n.e.","10-talet f.Kr."
hr-hr,sv-se,"11-ih p. n. e.","11-talet f.Kr."
hr-hr,sv-se,"11. kolovoza","11 augusti"
hr-hr,sv-se,"11. lipnja","11 juni"
hr-hr,sv-se,"11. listopada","11 oktober"
hr-hr,sv-se,"11. ožujka","11 mars"
hr-hr,sv-se,"11. p. n. e.","11 f.Kr."
hr-hr,sv-se,"11. prosinca","11 december"
hr-hr,sv-se,"11. rujna","11 september"
hr-hr,sv-se,"11. siječnja","11 januari"
hr-hr,sv-se,"11. srpnja","11 juli"
hr-hr,sv-se,"11. stoljeće p. n. e.","1000-talet f.Kr."
hr-hr,sv-se,"11. stoljeće",1000-talet
hr-hr,sv-se,"11. studenog","11 november"
hr-hr,sv-se,"11. svibnja","11 maj"
hr-hr,sv-se,"11. travnja","11 april"
hr-hr,sv-se,"11. veljače","11 februari"
hr-hr,sv-se,"110-ih p. n. e.","110-talet f.Kr."
hr-hr,sv-se,"110. p. n. e.","110 f.Kr."
hr-hr,sv-se,"111. p. n. e.","111 f.Kr."
hr-hr,sv-se,"112. p. n. e.","112 f.Kr."
hr-hr,sv-se,"113. p. n. e.","113 f.Kr."
hr-hr,sv-se,"114. p. n. e.","114 f.Kr."
hr-hr,sv-se,"115. p. n. e.","115 f.Kr."
hr-hr,sv-se,"116. p. n. e.","116 f.Kr."
hr-hr,sv-se,"117. p. n. e.","117 f.Kr."
hr-hr,sv-se,"118. p. n. e.","118 f.Kr."
hr-hr,sv-se,"119. p. n. e.","119 f.Kr."
hr-hr,sv-se,"12 bijesnih ljudi","12 edsvurna män"
hr-hr,sv-se,"12 izraelskih plemena",Israeliter
hr-hr,sv-se,"12 majmuna","De 12 apornas armé"
hr-hr,sv-se,"12-ih p. n. e.","12-talet f.Kr."
hr-hr,sv-se,"12. kolovoza","12 augusti"
hr-hr,sv-se,"12. lipnja","12 juni"
hr-hr,sv-se,"12. listopada","12 oktober"
hr-hr,sv-se,"12. ožujka","12 mars"
hr-hr,sv-se,"12. p. n. e.","12 f.Kr."
hr-hr,sv-se,"12. prosinca","12 december"
hr-hr,sv-se,"12. rujna","12 september"
hr-hr,sv-se,"12. siječnja","12 januari"
hr-hr,sv-se,"12. srpnja","12 juli"
hr-hr,sv-se,"12. stoljeće p. n. e.","1100-talet f.Kr."
hr-hr,sv-se,"12. stoljeće",1100-talet
hr-hr,sv-se,"12. studenog","12 november"
hr-hr,sv-se,"12. svibnja","12 maj"
hr-hr,sv-se,"12. travnja","12 april"
hr-hr,sv-se,"12. veljače","12 februari"
hr-hr,sv-se,"120-ih p. n. e.","120-talet f.Kr."
hr-hr,sv-se,"120. p. n. e.","120 f.Kr."
hr-hr,sv-se,"1200 p.n.e.","1200 f.Kr."
hr-hr,sv-se,"121. p. n. e.","121 f.Kr."
hr-hr,sv-se,"122. p. n. e.","122 f.Kr."
hr-hr,sv-se,"123. p. n. e.","123 f.Kr."
hr-hr,sv-se,"124. p. n. e.","124 f.Kr."
hr-hr,sv-se,"125. p. n. e.","125 f.Kr."
hr-hr,sv-se,"126. p. n. e.","126 f.Kr."
hr-hr,sv-se,"127. p. n. e.","127 f.Kr."
hr-hr,sv-se,"128. p. n. e.","128 f.Kr."
hr-hr,sv-se,"129. p. n. e.","129 f.Kr."
hr-hr,sv-se,"13-ih p. n. e.","13-talet f.Kr."
hr-hr,sv-se,"13. kolovoza","13 augusti"
hr-hr,sv-se,"13. lipnja","13 juni"
hr-hr,sv-se,"13. listopada","13 oktober"
hr-hr,sv-se,"13. ožujka","13 mars"
hr-hr,sv-se,"13. p. n. e.","13 f.Kr."
hr-hr,sv-se,"13. prosinca","13 december"
hr-hr,sv-se,"13. rujna","13 september"
hr-hr,sv-se,"13. siječnja","13 januari"
hr-hr,sv-se,"13. srpnja","13 juli"
